filename,original,translation,status
VOICE_ID.BIN_00001C7F.wav,よか、この戦いも…終わりね…,"Ладно, эта битва окончена...",Успешно
VOICE_ID.BIN_00001C80.wav,そうする、とっぴり疲れちゃった,"Я сделал это, я очень устал.",Успешно
VOICE_ID.BIN_00001C81.wav,足が棒になっちゃったわ,Мои ноги превратились в палки,Успешно
VOICE_ID.BIN_00001C82.wav,どうしたものなのかしらね。このまま操作が進みませんでした。で終わるわけにはいかないわ。,"Интересно, что происходит? Операция пошла не так, как хотелось бы. На этом все не может закончиться.",Успешно
VOICE_ID.BIN_00001C83.wav,そうね,Это верно,Успешно
VOICE_ID.BIN_00001C84.wav,なって一体何が何かわかったの,"Так как ты узнал, что это было?",Успешно
VOICE_ID.BIN_00001C85.wav,兵士が?,Солдат?,Успешно
VOICE_ID.BIN_00001C86.wav,軍の方も保護し入れて爆弾使いを探し出そうってことなのかしら,"Интересно, пытаются ли они защитить военных и найти террориста?",Успешно
VOICE_ID.BIN_00001C87.wav,ありーたばさ、キルケ。あなたたちも町の兵士を見かけたのね。,"Аритабаса, Цирцея. Ребята, вы тоже видели солдат в городе.",Успешно
VOICE_ID.BIN_00001C88.wav,それで、兵士が見回ってる事情って、一体何?,"Так в чем именно причина, по которой вокруг патрулируют солдаты?",Успешно
VOICE_ID.BIN_00001C89.wav,重要人物が行方不明? 誰かしら?,Пропал важный человек? Кто это?,Успешно
VOICE_ID.BIN_00001C8A.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001C8B.wav,そんなわけないでしょ、とを聞いても姫様じゃないの,"Это не может быть правдой, спросишь ты, но ты не принцесса.",Успешно
VOICE_ID.BIN_00001C8C.wav,とにかく、お迎えしないと,"В любом случае, мне придется забрать тебя.",Успешно
VOICE_ID.BIN_00001C8D.wav,どこの誰よそれ、どう聞いても姫様のお声じゃないの、本当に馬鹿使いまね,"Кто это? Как ни слушай, это не голос принцессы, ты просто идиот.",Успешно
VOICE_ID.BIN_00001C8E.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001C8F.wav,ちょっと待ってください! 格舞うって、それこそ一体どうして?,Подождите минуту! Что именно такого в танцах?,Успешно
VOICE_ID.BIN_00001C90.wav,すみません、姫様。詳しい話をお聞かせいただけますでしょうか?,"Прости, принцесса. Не могли бы вы рассказать мне более подробно?",Успешно
VOICE_ID.BIN_00001C91.wav,あのその 進展がなかなか,Этот прогресс медленный,Успешно
VOICE_ID.BIN_00001C92.wav,これはトリスタニアの地図ですね,Это карта Тристании.,Успешно
VOICE_ID.BIN_00001C93.wav,爆破現場は、城の周辺に集中してる?,Места взрывов сосредоточены вокруг замка?,Успешно
VOICE_ID.BIN_00001C94.wav,そうじゃないでしょ,Не так ли?,Успешно
VOICE_ID.BIN_00001C95.wav,職人を装って、工作員を我が国に潜入させる作戦ね。 そういうことでしょうか、姫様。,"Это стратегия проникновения агентов в нашу страну под видом мастеров. Так ли это, принцесса?",Успешно
VOICE_ID.BIN_00001C96.wav,なるのよ 修復工事のために大量に雇われる職人の中に工作員が潜んでるってことでしょ,"Значит, среди большого количества нанятых для реставрационных работ мастеров скрываются агенты.",Успешно
VOICE_ID.BIN_00001C97.wav,それが本当だったら大変です! 今すぐにでも工作意味を見つけ出さないと! 大変かもしれませんが、職人全員を調べて…,"Если это правда, у нас будут проблемы! Надо сразу разобраться в значении поделки! Это может быть сложно, но нам придется обыскать всех мастеров...",Успешно
VOICE_ID.BIN_00001C98.wav,どうしてです?,Почему?,Успешно
VOICE_ID.BIN_00001C99.wav,えっと…,Хорошо...,Успешно
VOICE_ID.BIN_00001C9A.wav,そんな! 国を裏切る滞在です!,"Такое пребывание! Это пребывание, которое предает страну!",Успешно
VOICE_ID.BIN_00001C9B.wav,もちろんです,Конечно,Успешно
VOICE_ID.BIN_00001C9C.wav,というわけで、出てって,"Итак, выходи",Успешно
VOICE_ID.BIN_00001C9D.wav,安心して!ギーシュも一緒だから,Не волнуйся! Гиш тоже с тобой.,Успешно
VOICE_ID.BIN_00001C9E.wav,こっちの部屋は今後女性部屋ってことにするから 男子筋性なの,"С этого момента эта комната будет называться женской, поэтому она ориентирована на мужчин.",Успешно
VOICE_ID.BIN_00001C9F.wav,じゃあ、おやすみ,Ну тогда спокойной ночи,Успешно
VOICE_ID.BIN_00001CA0.wav,しないわよ,я не буду,Успешно
VOICE_ID.BIN_00001CA1.wav,私の優秀な使い間に何がどうなってこうなったのか説明してもらいましょうか,"Хотите, я объясню вам, как это произошло во время моего блестящего поручения?",Успешно
VOICE_ID.BIN_00001CA2.wav,朝起きたら姫様がいなくて、あんたも姿を消してて!,"Когда ты проснулся утром, принцессы не было, и ты тоже исчез!",Успешно
VOICE_ID.BIN_00001CA3.wav,おまけに、日が暮れるまで連絡も何もなし!,"Что еще хуже, контакта не было до захода солнца!",Успешно
VOICE_ID.BIN_00001CA4.wav,応急に通報しないであんたの帰りを待っていた その信頼と忍耐力に割れながら驚いたわ,"Я был удивлен вашим доверием и терпением, пока ждал вашего возвращения, не вызывая службы экстренной помощи.",Успешно
VOICE_ID.BIN_00001CA5.wav,で、最後に一言、言っておきたいことはある?,"Итак, есть ли что-нибудь, что вы хотели бы сказать в заключение?",Успешно
VOICE_ID.BIN_00001CA6.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CA7.wav,分かるわけないでしょ!つくならもっとマシな嘘をつきなさい!,"Ты никак не поймешь! Если собираешься солгать, скажи лучше!",Успешно
VOICE_ID.BIN_00001CA8.wav,うっうううううううううううう…,Уууууууууууууууууууууууууууууууууууу...,Успешно
VOICE_ID.BIN_00001CA9.wav,そう、私も手加減しなくて済むわ,"Да, мне тоже не нужно срезать углы.",Успешно
VOICE_ID.BIN_00001CAA.wav,そう 姫様やっぱり女王としての自信がまだ揺らいでるのかしら,"Да, принцесса, я думаю, ее уверенность как королевы все еще колеблется.",Успешно
VOICE_ID.BIN_00001CAB.wav,結局あんたの寄り道のせいで遅くなったのね,"В конце концов, из-за вашего обхода я опоздал.",Успешно
VOICE_ID.BIN_00001CAC.wav,ひめさまに何かあったらどうするつもり?,"Что ты будешь делать, если с Химэсамой что-нибудь случится?",Успешно
VOICE_ID.BIN_00001CAD.wav,さったくもう!結局、昨日は〇〇一日無駄に過ごしちゃったじゃないの!,Вот и все! Ведь вчера был зря потраченный день!,Успешно
VOICE_ID.BIN_00001CAE.wav,本当に反省してるの?,Вы действительно раскаиваетесь?,Успешно
VOICE_ID.BIN_00001CAF.wav,何を黙ったまま百面葬してるのよ なんだか気味悪いわね,"Почему ты молча обвиняешь меня? Это как-то жутковато, не так ли?",Успешно
VOICE_ID.BIN_00001CB0.wav,何かわかったの?,Вы узнали что-нибудь?,Успешно
VOICE_ID.BIN_00001CB1.wav,ちょっと待って前からってあんたいつから劇場を疑っていたの,"Погоди, с каких это пор у тебя появились сомнения по поводу театров?",Успешно
VOICE_ID.BIN_00001CB2.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CB3.wav,そんな重要なことを言わないのよ! 私じゃタイ…,Не говорите что-то столь важное! Я тайец...,Успешно
VOICE_ID.BIN_00001CB4.wav,落ち着いてなんかいられないわよ。なんでキルキにそんな大事な役目を任せるの? しかも、私たちに内緒で!,Я не могу оставаться спокойным. Почему вы доверяете Кирки такую ​​важную роль? И не сказав нам!,Успешно
VOICE_ID.BIN_00001CB5.wav,キュルケのどこが?,Где находится Кюрке?,Успешно
VOICE_ID.BIN_00001CB6.wav,なんでしてー!,Почему ты это делаешь?,Успешно
VOICE_ID.BIN_00001CB7.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CB8.wav,あんたにだけは言われたくないわよ,"Я просто не хочу, чтобы ты это говорил.",Успешно
VOICE_ID.BIN_00001CB9.wav,ちょっと、なんとなくって何よ、なんとなくって,"Эй, что ты имеешь в виду?",Успешно
VOICE_ID.BIN_00001CBA.wav,そんなわけないでしょ!,Это не может быть правдой!,Успешно
VOICE_ID.BIN_00001CBB.wav,…,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CBC.wav,いいんです。それが姫様が決めたことなら、私は何も言いません。,"Все нормально. Если так решила принцесса, я ничего не скажу.",Успешно
VOICE_ID.BIN_00001CBD.wav,それって…,Это...,Успешно
VOICE_ID.BIN_00001CBE.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CBF.wav,いくら何だっているなんて,"Я не могу поверить в то, что происходит",Успешно
VOICE_ID.BIN_00001CC0.wav,子孫ブリミルの光栄たる王家を滅ぼすことは、この国からブリミルの加護を失わせるだけです!,"Уничтожение славной королевской семьи потомков Бримира только приведет к тому, что эта страна потеряет благословение Бримира!",Успешно
VOICE_ID.BIN_00001CC1.wav,なんて生を守るべき貴族が、なんてことを!,"Какой дворянин, который должен защищать жизнь, что за вещь!",Успешно
VOICE_ID.BIN_00001CC2.wav,そうと決まったら、早速劇場に行きましょう!,"Если ты так решил, давай сразу в театр!",Успешно
VOICE_ID.BIN_00001CC3.wav,そうね、よく見張ってて,"Да, следи за мной",Успешно
VOICE_ID.BIN_00001CC4.wav,それはいけませんわ。私たち、これから敵のアジトかもしれない場所に乗り込もうとしているのですよ。,"Это не нормально. Мы собираемся войти в место, которое может быть убежищем врага.",Успешно
VOICE_ID.BIN_00001CC5.wav,でしたら、姫様はここでご自分の身をお守りください。 御自らが乗り込むのは敵の思う壺です。,"Если так, принцесса, пожалуйста, защити себя здесь. То, во что Он сам вступает, является котлом мыслей врага.",Успешно
VOICE_ID.BIN_00001CC6.wav,ちょっとサイト!,"Привет, сайт!",Успешно
VOICE_ID.BIN_00001CC7.wav,ちょっとさっ!,Подождите минуту!,Успешно
VOICE_ID.BIN_00001CC8.wav,うぅ…それはそうだけど…,Э-э... хотя это правда...,Успешно
VOICE_ID.BIN_00001CC9.wav,無理よ、サイト。ここまで憩じになっちゃったら、 姫様が意見を変えるなんてありえないわ。,"Ни в коем случае, сайт. Принцесса ни за что не изменит своего мнения, если она впадет в такую ​​депрессию.",Успешно
VOICE_ID.BIN_00001CCA.wav,わかりました 姫様の友は私と使い間が務めさせていただきます,Понял. Я и мое поручение будем друзьями принцессы.,Успешно
VOICE_ID.BIN_00001CCB.wav,何があろうと、姫様は私たちがお守りいたしますわ。,"Что бы ни случилось, мы защитим принцессу.",Успешно
VOICE_ID.BIN_00001CCC.wav,手伝っていた時はあまり気づかなかったけど 夜の人気がなくなった劇場って気味が悪いわね,"Я этого не особо замечал, когда помогал, но это как-то жутко, когда театр по ночам теряет свою популярность.",Успешно
VOICE_ID.BIN_00001CCD.wav,姫様、どうなさったんです?,"Принцесса, что случилось?",Успешно
VOICE_ID.BIN_00001CCE.wav,ウェザリー!,Погодно!,Успешно
VOICE_ID.BIN_00001CCF.wav,挨拶もなしにこそこそ動いてるのは、そちらが先じゃないのかしら? 爆弾使いはどこに隠したの?,"Может быть, это ты крадешься, не поздоровавшись? Где вы спрятали бомбардировщик?",Успешно
VOICE_ID.BIN_00001CD0.wav,このバカ犬、何が分かる気がするよ,"Интересно, что знает эта глупая собака?",Успешно
VOICE_ID.BIN_00001CD1.wav,だからといって何をやっても認められるはずがないわ,"Это не значит, что меня не узнают, что бы я ни делал.",Успешно
VOICE_ID.BIN_00001CD2.wav,いつの間に…,Прежде чем я это узнал...,Успешно
VOICE_ID.BIN_00001CD3.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CD4.wav,早くヴェザリーを追うわよ!,Я быстро пойду за Везари!,Успешно
VOICE_ID.BIN_00001CD5.wav,キュルケ、それにタバサ!,Кюрке и Табита!,Успешно
VOICE_ID.BIN_00001CD6.wav,変わったの?,Изменилось ли оно?,Успешно
VOICE_ID.BIN_00001CD7.wav,ウェザリーの追跡はいいんですか?,Можно ли отслеживать Weatherly?,Успешно
VOICE_ID.BIN_00001CD8.wav,それにしても、なんでウェザリーは私たちに全てを話したのかしら?,Почему Уэзерли вообще нам все рассказал?,Успешно
VOICE_ID.BIN_00001CD9.wav,あんまりあっさり自白するものだから投稿するのかと思ったくらい,"Я думал, ты опубликуешь это, потому что это было такое быстрое признание.",Успешно
VOICE_ID.BIN_00001CDA.wav,それってどういう,Что это значит?,Успешно
VOICE_ID.BIN_00001CDB.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CDC.wav,行ってみましょう!,Пойдем!,Успешно
VOICE_ID.BIN_00001CDD.wav,負担使いは?もう逃げちゃったの?,Кто является пользователем нагрузки? Он уже сбежал?,Успешно
VOICE_ID.BIN_00001CDE.wav,え?,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CDF.wav,レッコンキスター!,"Подумай, Кистер!",Успешно
VOICE_ID.BIN_00001CE0.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CE1.wav,さっさと蹴散らすわよ、いいわね!,"Я его сразу выгоню, окей!",Успешно
VOICE_ID.BIN_00001CE2.wav,武士じゃないわよ!,Я не самурай!,Успешно
VOICE_ID.BIN_00001CE3.wav,じゃあ、もしかしてあいつらに…,"Ну тогда, возможно, они...",Успешно
VOICE_ID.BIN_00001CE4.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CE5.wav,んぅぅぅぅぅ,Хмммм,Успешно
VOICE_ID.BIN_00001CE6.wav,私でもそこまで野暮じゃないわ あのバカの情けないデレデレ顔が腹立つだけよ,"Я тоже не такой уж и бесхитростный, жалкое, хромое лицо этого идиота меня просто бесит.",Успешно
VOICE_ID.BIN_00001CE7.wav,そんなんじゃないわ!,Это не так!,Успешно
VOICE_ID.BIN_00001CE8.wav,でも、奴らを止めるのはともかく、 具体的にどうやったらハルナを助けられるのかしら?,"Но чем я могу конкретно помочь Харуне, кроме их остановки?",Успешно
VOICE_ID.BIN_00001CE9.wav,調子に乗るな!,Не увлекайтесь!,Успешно
VOICE_ID.BIN_00001CEA.wav,シエスタを慰めるのはわかるけど、そこでデレデレするあんたは不許可よ!,"Я понимаю, что ты пытаешься утешить Сиесту, но я не одобряю того, что ты слоняешься повсюду!",Успешно
VOICE_ID.BIN_00001CEB.wav,その間に私たちでフザリーとアキナを止めるわ 落とし前はきっちりつけさせてもらわないとね,"А пока мы остановим Фусари и Акину. Нам нужно убедиться, что они правильно прикреплены, прежде чем бросать их.",Успешно
VOICE_ID.BIN_00001CEC.wav,姫様、そんなにご自分を責めないで下さい,"Принцесса, пожалуйста, не будьте к себе так строги.",Успешно
VOICE_ID.BIN_00001CED.wav,どんな理由があろうが、あいつらが悪いことは変わりません。,"Неважно, в чем причина, это не меняет того факта, что они плохие.",Успешно
VOICE_ID.BIN_00001CEE.wav,姫様 かなり気にしてるわね,"Принцесса, ты очень волнуешься.",Успешно
VOICE_ID.BIN_00001CEF.wav,おはようございます、姫様。お加減を?,"Доброе утро, принцесса. Пожалуйста, помогите мне?",Успешно
VOICE_ID.BIN_00001CF0.wav,サイト! 姫様に投げしたの! 正直に言ってごらんなさい!,"Сайт! Ты бросил его в принцессу! Пожалуйста, будьте честны!",Успешно
VOICE_ID.BIN_00001CF1.wav,この数ヶ月大事件がたて続きに起きてたしね 女王ってだけでも大変な責務だっていうのに,"За последние несколько месяцев одно за другим происходили крупные происшествия, и быть королевой в одиночку — огромная ответственность.",Успешно
VOICE_ID.BIN_00001CF2.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CF3.wav,軍が各砲台に向かっているって聞いてはいたけど やっぱり苦戦してるようね,"Я слышал, что армия направляется к каждой батарее, но, похоже, им приходится нелегко.",Успешно
VOICE_ID.BIN_00001CF4.wav,さっき、キュルキが獣士隊の人から情報をもらったって言ってた。,"Ранее Кюруки заявил, что получил информацию от Корпуса воинов-зверей.",Успешно
VOICE_ID.BIN_00001CF5.wav,そうね、姫様にはシエスタについててもらいましょう,"Что ж, пусть принцесса позаботится о сиесте.",Успешно
VOICE_ID.BIN_00001CF6.wav,何か良くない知らせがあるみたいね,"Похоже, у меня плохие новости.",Успешно
VOICE_ID.BIN_00001CF7.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CF8.wav,どうすればいいの?,Что я должен делать?,Успешно
VOICE_ID.BIN_00001CF9.wav,シエスタ?,Сиеста?,Успешно
VOICE_ID.BIN_00001CFA.wav,それじゃあ、とりあえず姫様が目を覚ましたら、城まで応援しましょう。,"Ну а пока, когда принцесса проснется, давайте поддержим ее всю дорогу до замка.",Успешно
VOICE_ID.BIN_00001CFB.wav,危険 な の は わかる けど 女王 が い ない こと に は 何 も 動か ない,"Я знаю, что это опасно, но ничего не могу сделать, поскольку королевы здесь нет.",Успешно
VOICE_ID.BIN_00001CFC.wav,解散ね,Он расформирован,Успешно
VOICE_ID.BIN_00001CFD.wav,さぁいっ!,Ну давай же!,Успешно
VOICE_ID.BIN_00001CFE.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001CFF.wav,この…わっ…,Это... вау...,Успешно
VOICE_ID.BIN_00001D00.wav,どう?少しは反省した?,Что вы думаете? Вы немного поразмышляли над этим?,Успешно
VOICE_ID.BIN_00001D01.wav,ったく、油断も隙もないんだから,"В конце концов, нет никаких шансов ослабить бдительность.",Успешно
VOICE_ID.BIN_00001D02.wav,そうです 実は姫様にご許可をいただきたいと思いまして参りました,Верно. Вообще-то я пришел спросить разрешения у принцессы.,Успешно
VOICE_ID.BIN_00001D03.wav,現在、レコンキスタの艦隊がこちらに向かっています。,Флот Реконкисты сейчас направляется к нам.,Успешно
VOICE_ID.BIN_00001D04.wav,姫様、まだ希望はあります。,"Принцесса, надежда еще есть.",Успешно
VOICE_ID.BIN_00001D05.wav,決まってるじゃないレコンキスタの連中を追っ払うのよ,"Уже решено, мы избавимся от ребят из Реконкисты.",Успешно
VOICE_ID.BIN_00001D06.wav,そうよ、ここまで来たら迷ってなんていられないもの,"Правильно, если вы зашли так далеко, вы не сможете позволить себе заблудиться.",Успешно
VOICE_ID.BIN_00001D07.wav,そのために、ぜひ、姫様のご許可をいただきたいのです。,Для этого я хотел бы попросить вашего разрешения.,Успешно
VOICE_ID.BIN_00001D08.wav,はい 虚無の魔法をトリスタニアで使用する許可です,"Да, разрешение использовать магию Бездны на Тристании.",Успешно
VOICE_ID.BIN_00001D09.wav,何よ、大声出して。これでも一生懸命考えたんだから。,"Почему, скажи это вслух. Я думал об этом очень усердно.",Успешно
VOICE_ID.BIN_00001D0A.wav,砲台よりも、まずは艦隊。 虚無の魔法だったら敵の遺表をつけるはずよ。,"Во-первых, флот лучше артиллерии. Если бы это была магия Пустоты, она могла бы отметить могилу врага.",Успешно
VOICE_ID.BIN_00001D0B.wav,艦隊が負けたことを知れば、放題にいる兵の指揮も下がるわ。そこを軍に動いてもらうのよ。,"Если флот узнает, что он побежден, командование всех солдат будет сокращено. Пусть туда переместятся военные.",Успешно
VOICE_ID.BIN_00001D0C.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001D0D.wav,どうもさっきから話が合わないような気がするんだけど,"У меня такое ощущение, что мы уже какое-то время не можем ладить.",Успешно
VOICE_ID.BIN_00001D0E.wav,まさか、私がエクスプロージョンで艦隊を吹っ飛ばすとか思ってんじゃないでしょうね。,"Я уверен, вы не ожидали, что я взорву флот Взрывом.",Успешно
VOICE_ID.BIN_00001D0F.wav,あわよ,Авайо,Успешно
VOICE_ID.BIN_00001D10.wav,いくら渡しても、こんな人がいっぱいの場所であんなの使ったらどうなるかくらい想像できるわよ!,"Сколько бы я вам ни давал, я могу только представить, что произойдет, если вы воспользуетесь чем-то подобным в месте, полном людей!",Успешно
VOICE_ID.BIN_00001D11.wav,そうよ、新しい魔法を見つけたの。今回みたいな状況にぴったりなのね。,"Да, я нашел новую магию. Это идеально подходит для такой ситуации.",Успешно
VOICE_ID.BIN_00001D12.wav,試してみようと思うの,"думаю, я попробую",Успешно
VOICE_ID.BIN_00001D13.wav,つべこべ言わない!それしかないんだから!,Не жалуйтесь! Это единственный вариант!,Успешно
VOICE_ID.BIN_00001D14.wav,はい、脱圧することができるはずです。 いえ、やってみせます!,"Да, у вас должна быть возможность распаковать. Нет, я попробую!",Успешно
VOICE_ID.BIN_00001D15.wav,姫様には、お城に戻って、軍への指示をお願いします。,Я прошу принцессу вернуться в замок и дать указания армии.,Успешно
VOICE_ID.BIN_00001D16.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001D17.wav,そんなわけで、改めてみんなに手伝って欲しいの。力を貸して、お願い!,"Вот почему я хотел бы еще раз попросить помощи у всех. Пожалуйста, одолжи мне свою силу!",Успешно
VOICE_ID.BIN_00001D18.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001D19.wav,それじゃあ作戦を説明するわ 私と斎藤が城の高台に移動するのをみんなには,"Что ж, тогда я объясню всем стратегию, пока мы с Сайто перейдем на возвышенность замка.",Успешно
VOICE_ID.BIN_00001D1A.wav,ええ、出来るだけ城から敵を放して欲しいの,"Да, я хочу, чтобы ты выпустил из замка как можно больше врагов.",Успешно
VOICE_ID.BIN_00001D1B.wav,それはことは言えないけど,хотя я не могу этого сказать,Успешно
VOICE_ID.BIN_00001D1C.wav,体はもうよろしいのですか?,С вашим телом все в порядке?,Успешно
VOICE_ID.BIN_00001D1D.wav,はい 姫様は今しばらくここでお待ちください このトリスタニアに平和を取り戻してきます,"Да, принцесса, пожалуйста, подождите здесь немного. Я верну мир в Тристанию.",Успешно
VOICE_ID.BIN_00001D1E.wav,でもそれは無茶です!,Но это неразумно!,Успешно
VOICE_ID.BIN_00001D1F.wav,あんた何言ってるのか分かってるの?,"Знаешь ли ты, что говоришь?",Успешно
VOICE_ID.BIN_00001D20.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001D21.wav,私が治してあげるわ ちょっと来なさい,Я исцелю тебя. Идите сюда.,Успешно

VOICE_ID.BIN_00001D22.wav,とか直してきたわ,я исправил это,Успешно
VOICE_ID.BIN_00001D23.wav,姫様,,Не речь / Смех / Звук
VOICE_ID.BIN_00001D24.wav,私は反対です。でも、姫様が自ら決めたのなら従いましょう。,"Я против этого. Но если принцесса приняла собственное решение, давайте последуем ему.",Успешно
VOICE_ID.BIN_00001D25.wav,わかりました。 姫様をお守りさせていただきます。,понятно. Я защищу принцессу.,Успешно
VOICE_ID.BIN_00001D26.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001D27.wav,姫様もシエスタもみんな無事,Принцесса и Сиеста в безопасности.,Успешно
VOICE_ID.BIN_00001D28.wav,こうなった以上、伸びりしてられないわ! 急がなくちゃ!,"Теперь, когда дела обстоят так, я не могу расслабиться! Мне нужно спешить!",Успешно
VOICE_ID.BIN_00001D29.wav,二人でに別れましょう,Давай оба попрощаемся,Успешно
VOICE_ID.BIN_00001D2A.wav,私に斎藤、姫様とケルケは、このまま王宮を目指すことにするわ。,"Я, Сайто, принцесса и Керке продолжим путь к королевскому дворцу.",Успешно
VOICE_ID.BIN_00001D2B.wav,では、作戦開始ね!,"Итак, приступим к операции!",Успешно
VOICE_ID.BIN_00001D2C.wav,私の真の実力を見せてあげるわ!,Я покажу тебе свои истинные способности!,Успешно
VOICE_ID.BIN_00001D2D.wav,こら!もっとご主人様を信じなさい!,Ну давай же! Больше верьте своему хозяину!,Успешно
VOICE_ID.BIN_00001D2E.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001D2F.wav,見てなさい!レコンキスタの連中に 正義の手継いを下してあげるわ!,"Смотреть! Я принесу справедливость тем, кто в Реконкисте!",Успешно
VOICE_ID.BIN_00001D30.wav,様だったら私たちがあなたたち を倒してみせるわ,"Если да, то мы победим вас.",Успешно
VOICE_ID.BIN_00001D31.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001D32.wav,いでよ、ここに無き者。ここにあるように。,"Давай, ты здесь. Как показано здесь.",Успешно
VOICE_ID.BIN_00001D33.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001D34.wav,違うわよ、馬鹿,"Нет, ты идиот.",Успешно
VOICE_ID.BIN_00001D35.wav,そういうこと、わたしの魔法は,Это моя магия,Успешно
VOICE_ID.BIN_00001D36.wav,よかった…,хороший…,Успешно
VOICE_ID.BIN_00001D37.wav,ちょっぴり疲れちゃった,я немного устал,Успешно
VOICE_ID.BIN_00001D38.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001D39.wav,今と春風のコンチェルト,Концерт «Сейчас и весенний ветер»,Успешно
VOICE_ID.BIN_00001D3A.wav,いつまで待たせる気?,Как долго ты собираешься заставлять меня ждать?,Успешно
VOICE_ID.BIN_00001D3B.wav,早くしなさいよね,"Делай это быстро, да?",Успешно
VOICE_ID.BIN_00001D3C.wav,サイト!早くこっちに来なさい!,Сайт! Иди сюда скорее!,Успешно
VOICE_ID.BIN_00001D3D.wav,サイト、私を置いてどこに行く気なの?,"Сайт, где ты меня оставишь?",Успешно
VOICE_ID.BIN_00001D3E.wav,ツンデレイベント発生!,Происходит событие Цундэрэ!,Успешно
VOICE_ID.BIN_00001D3F.wav,私でいいの?,Это нормально для меня?,Успешно
VOICE_ID.BIN_00001D40.wav,私のアナザーストーリーを見せてあげるわ 感謝しなさい,"Я покажу вам еще одну свою историю, будьте благодарны.",Успешно
VOICE_ID.BIN_00001D41.wav,寝るところと食べるものを提供し、剣まで買い与えたご主人様が何を反省すればいいのかしら?,"О чем должен задуматься хозяин, предоставивший ему место для ночлега, еду для еды и даже купивший ему меч?",Успешно
VOICE_ID.BIN_00001D42.wav,待ちなさい、サイト,"подожди, сайт",Успешно
VOICE_ID.BIN_00001D43.wav,ゲットは何よゲットは,Что такое получить? Что такое получить?,Успешно
VOICE_ID.BIN_00001D44.wav,どこに行くつもり?,Куда ты идешь?,Успешно
VOICE_ID.BIN_00001D45.wav,もしかして、他の女の子のところ?,"Может, с другой девушкой?",Успешно
VOICE_ID.BIN_00001D46.wav,やっぱり、やっぱりそうなのね!,Ведь это так!,Успешно
VOICE_ID.BIN_00001D47.wav,お、お、お仕置きよ!お仕置きだわ!お仕置きなんだから!,"Ой-ой, это наказание! Это наказание! Это наказание!",Успешно
VOICE_ID.BIN_00001D48.wav,サイト?,сайт?,Успешно
VOICE_ID.BIN_00001D49.wav,ちょうどよかったじゃないわよバカ!,"Это было правильно, идиот!",Успешно
VOICE_ID.BIN_00001D4A.wav,あんた、あたしと約束しておきながら、他の女の子にも声かけてたのね!,"Хоть ты и дал мне обещание, ты также разговаривал с другими девушками!",Успешно
VOICE_ID.BIN_00001D4B.wav,,,Не речь / Смех / Звук
VOICE_ID.BIN_00001D4C.wav,今日は?今日はって言ったわね、今日はって!,"А что насчет сегодняшнего дня? Я сказал да сегодня, да сегодня!",Успешно
VOICE_ID.BIN_00001D4D.wav,それじゃあ、いつもしてるのね,"Ну, ты всегда так делаешь.",Успешно
VOICE_ID.BIN_00001D4E.wav,私を誘って誤魔化すつもり,намереваясь соблазнить меня и обмануть меня,Успешно
VOICE_ID.BIN_00001D4F.wav,だったわね、私はつっかいまとデートするなんて変な趣味は持ち合わせていないのよ!,"Да, у меня нет каких-то странных хобби вроде свиданий со случайными парнями!",Успешно
VOICE_ID.BIN_00001D50.wav,この、馬鹿犬!,Эта глупая собака!,Успешно
VOICE_ID.BIN_00001D51.wav,あっちにほいほい、こっちにほいほい、たらしなく尻尾を振ってまわって…,"Хой-хой сюда, хой-хой сюда, без колебаний машет хвостом...",Успешно
VOICE_ID.BIN_00001D52.wav,じゃあなぁに?,Ну и что?,Успешно
VOICE_ID.BIN_00001D53.wav,なんなのよ、言ってみなさいよ,Что это такое? Скажи мне.,Успешно
VOICE_ID.BIN_00001D54.wav,しつけのなってない犬は体に押し込むしかないわよね,"У нетренированной собаки нет другого выбора, кроме как толкнуть вас в тело.",Успешно
VOICE_ID.BIN_00001D55.wav,あ、いいわね,"Ах, здорово.",Успешно
